Latitude,Longitude,MedInc,cluster
33.96,-118.4,6.8197,0
33.96,-118.41,6.0286,0
33.97,-118.41,6.2022,0
33.97,-118.41,4.6176,2
33.97,-118.42,4.9375,0
33.96,-118.42,5.617999999999999,0
33.96,-118.43,6.1985,0
33.96,-118.43,5.8864,0
33.96,-118.44,5.6435,0
33.96,-118.43,8.7819,0
33.97,-118.43,7.7197,0
33.96,-118.42,5.0714,0
33.96,-118.43,5.1064,0
33.97,-118.4,5.6169,0
33.98,-118.4,5.9856,0
33.98,-118.4,5.611000000000001,0
33.97,-118.4,7.5953,0
33.97,-118.4,4.6364,2
33.97,-118.4,5.9544,0
33.96,-118.4,5.6732,0
33.97,-118.37,5.726,0
33.97,-118.38,6.019,0
33.96,-118.38,4.6923,2
33.95,-118.38,3.2708,2
33.95,-118.38,2.5833,2
33.95,-118.37,3.111,2
33.96,-118.4,4.1852,2
33.96,-118.41,3.9792,2
33.96,-118.41,4.1471,2
33.94,-118.41,4.7375,0
33.96,-118.45,5.723,0
33.96,-118.45,6.3267,0
33.95,-118.44,6.2551,0
33.92,-118.28,2.1875,2
33.91,-118.28,2.6546,2
33.9,-118.29,4.4636,2
33.91,-118.29,3.8372,2
33.91,-118.29,2.4741,2
33.92,-118.29,2.7368,2
33.88,-118.28,2.6618,2
33.88,-118.29,4.317,2
33.88,-118.29,2.9063,2
33.89,-118.29,3.59,2
33.87,-118.29,4.381,2
33.86,-118.3,5.1727,0
33.86,-118.3,4.9792,0
33.85,-118.29,1.9049,2
33.84,-118.31,2.6491,2
33.84,-118.3,4.7222,2
33.84,-118.3,4.9196,0
33.85,-118.3,2.3942,2
33.83,-118.3,3.1851,2
33.83,-118.3,3.5473,2
33.83,-118.31,2.9619,2
33.82,-118.3,2.6136,2
33.82,-118.3,2.8106,2
33.82,-118.3,2.6368,2
33.81,-118.3,5.322,0
33.8,-118.3,5.3106,0
33.8,-118.31,3.125,2
33.79,-118.3,3.0057,2
33.79,-118.3,2.9154,2
33.79,-118.3,3.1630000000000003,2
33.78,-118.3,4.6207,2
33.8,-118.26,3.1779,2
33.8,-118.25,3.35,2
33.79,-118.26,5.5,0
33.79,-118.25,2.375,2
33.8,-118.24,3.6161,2
33.8,-118.23,1.3333,2
33.8,-118.27,3.35,2
33.79,-118.27,3.1613,2
33.79,-118.27,3.3929,2
33.8,-118.28,4.0,2
33.79,-118.28,4.3816,2
33.79,-118.28,3.3009,2
33.78,-118.28,3.2011,2
33.79,-118.29,2.0,2
33.79,-118.29,3.3427,2
33.79,-118.3,2.5,2
33.8,-118.3,3.1392,2
33.79,-118.27,2.9375,2
33.78,-118.26,2.0458,2
33.79,-118.27,2.1447,2
33.79,-118.27,2.8462,2
33.79,-118.25,2.7143,2
33.79,-118.25,2.7308,2
33.79,-118.25,1.9208,2
33.78,-118.26,1.9923,2
33.79,-118.26,3.5488,2
33.78,-118.23,2.5588,2
33.78,-118.26,2.0956,2
33.78,-118.25,1.4444,2
33.78,-118.24,2.25,2
33.78,-118.26,2.1311,2
33.77,-118.26,2.4545,2
33.77,-118.27,1.9964,2
33.78,-118.27,2.5262,2
33.78,-118.28,3.2115,2
33.77,-118.27,1.5369,2
33.76,-118.27,3.125,2
33.77,-118.3,2.9571,2
33.76,-118.3,5.7764,0
33.77,-118.28,2.9063,2
33.75,-118.28,2.45,2
33.75,-118.28,1.8393,2
33.74,-118.28,1.5394,2
33.75,-118.28,1.2276,2
33.74,-118.28,0.7591,2
33.75,-118.3,4.2308,2
33.76,-118.3,5.1269,0
33.75,-118.3,5.6611,0
33.75,-118.3,4.625,2
33.74,-118.3,4.4671,2
33.74,-118.31,4.5074,2
33.74,-118.31,4.3472,2
33.75,-118.29,2.5795,2
33.75,-118.3,3.5056,2
33.75,-118.29,2.7031,2
33.74,-118.29,2.1473,2
33.74,-118.29,2.2188,2
33.74,-118.29,2.75,2
33.74,-118.29,2.0329,2
33.73,-118.29,2.5759,2
33.73,-118.29,2.1382,2
33.73,-118.29,3.3616,2
33.73,-118.3,2.7451,2
33.74,-118.3,2.9386,2
33.73,-118.31,5.0874,0
33.73,-118.31,5.249,0
33.74,-118.3,3.9167,2
33.73,-118.3,4.194,2
33.73,-118.31,4.2059,2
33.74,-118.28,1.8584,2
33.73,-118.28,2.0469,2
33.73,-118.28,2.1935,2
33.73,-118.28,1.9167,2
33.73,-118.29,2.7139,2
33.72,-118.29,3.1932,2
33.72,-118.3,3.4474,2
33.72,-118.3,3.3397,2
33.73,-118.3,3.5694,2
33.73,-118.31,4.1812,2
33.72,-118.31,4.1451,2
33.69,-118.33,4.7216,2
33.73,-118.31,5.4533,0
33.73,-118.32,7.6886,0
33.72,-118.33,6.4246,0
33.71,-118.29,3.7596,2
33.67,-118.31,5.3074,0
33.72,-118.3,6.2028,0
33.71,-118.29,3.1071,2
33.71,-118.29,4.25,2
33.71,-118.29,4.5606,2
33.72,-118.29,3.274,2
33.72,-118.29,3.5109,2
33.68,-118.28,3.7282,2
34.24,-118.23,7.642,0
34.23,-118.23,6.0,0
34.24,-118.24,7.1463,0
34.24,-118.24,7.585,0
34.22,-118.23,4.5486,2
34.23,-118.24,5.3473,0
34.23,-118.24,6.01,0
34.23,-118.24,5.1028,0
34.23,-118.25,4.1667,2
34.25,-118.25,4.9355,0
34.23,-118.25,4.6852,2
34.24,-118.26,6.1873,0
34.24,-118.26,6.6277,0
34.24,-118.26,5.7083,0
34.24,-118.26,4.4821,2
34.23,-118.25,4.4083,2
34.22,-118.25,5.5362,0
34.23,-118.25,5.0862,0
34.23,-118.26,4.5759,2
34.23,-118.26,7.5582,0
34.23,-118.26,5.4306,0
34.21,-118.22,3.5707,2
34.21,-118.23,3.5174,2
34.21,-118.23,3.3287,2
34.21,-118.23,2.5463,2
34.21,-118.23,3.4148,2
34.22,-118.24,3.4531,2
34.22,-118.24,4.1523,2
34.22,-118.25,3.8068,2
34.21,-118.23,6.212999999999999,0
34.2,-118.23,5.3925,0
34.2,-118.23,3.399,2
34.2,-118.24,5.5756,0
34.21,-118.24,3.5777,2
34.22,-118.24,5.529,0
34.22,-118.27,7.2812,0
34.18,-118.23,3.6875,2
34.18,-118.23,6.207000000000001,0
34.18,-118.23,8.1132,0
34.18,-118.26,8.1657,0
34.19,-118.22,3.215,2
34.19,-118.22,4.9297,0
34.19,-118.22,3.9777,2
34.18,-118.21,12.1579,0
34.17,-118.23,3.5781,2
34.17,-118.21,8.1325,0
34.16,-118.21,5.9199,0
34.16,-118.19,6.6009,0
34.16,-118.2,6.8317,0
34.16,-118.23,5.1718,0
34.15,-118.23,3.1004,2
34.15,-118.23,5.3369,0
34.16,-118.24,3.3333,2
34.16,-118.24,9.5823,0
34.16,-118.24,6.6603,0
34.16,-118.25,4.9135,0
34.17,-118.25,5.1242,0
34.16,-118.25,2.5668,2
34.17,-118.26,3.8576,2
34.16,-118.26,3.1484,2
34.16,-118.26,3.1733,2
34.16,-118.26,3.7321,2
34.17,-118.27,5.5118,0
34.16,-118.27,2.9148,2
34.16,-118.27,3.6587,2
34.17,-118.28,5.5658,0
34.17,-118.27,6.9135,0
34.17,-118.27,7.8383,0
34.18,-118.27,6.2976,0
34.18,-118.28,7.4046,0
34.18,-118.28,5.3185,0
34.18,-118.29,5.049,0
34.18,-118.28,6.884,0
34.17,-118.28,3.6354,2
34.17,-118.29,2.3482,2
34.17,-118.29,4.325,2
34.18,-118.29,3.6974,2
34.16,-118.29,3.7083,2
34.16,-118.29,4.3438,2
34.17,-118.29,2.9,2
34.17,-118.3,2.6016,2
34.17,-118.3,5.0056,0
34.16,-118.29,3.2083,2
34.16,-118.3,3.2321,2
34.16,-118.3,2.8342,2
34.16,-118.27,3.0114,2
34.15,-118.27,2.6729,2
34.15,-118.27,3.0199,2
34.15,-118.27,3.2171,2
34.16,-118.27,3.1397,2
34.16,-118.27,4.3438,2
34.16,-118.28,2.9491,2
34.16,-118.26,3.5417,2
34.15,-118.26,3.0,2
34.15,-118.26,2.8884,2
34.15,-118.26,2.8088,2
34.16,-118.24,6.9408,0
34.15,-118.24,3.3906,2
34.15,-118.24,3.1435,2
34.15,-118.25,3.6875,2
34.16,-118.25,3.9054,2
34.15,-118.24,3.052,2
34.15,-118.24,2.5924,2
34.15,-118.25,2.8478,2
34.15,-118.25,2.2621,2
34.15,-118.25,3.0441,2
34.14,-118.23,2.6268,2
34.14,-118.24,3.0206,2
34.14,-118.24,2.1444,2
34.15,-118.23,3.0288,2
34.14,-118.23,2.9167,2
34.14,-118.24,2.462,2
34.14,-118.24,1.9125,2
34.13,-118.24,3.3636,2
34.13,-118.24,5.6921,0
34.15,-118.24,1.7301,2
34.14,-118.24,2.4421,2
34.14,-118.25,1.8929,2
34.14,-118.25,1.8235,2
34.15,-118.25,0.8185,2
34.14,-118.26,1.5417,2
34.14,-118.26,2.2614,2
34.14,-118.27,3.0074,2
34.14,-118.26,4.1083,2
34.15,-118.27,3.008,2
34.13,-118.26,2.6673,2
34.13,-118.26,2.5,2
34.13,-118.26,1.2188,2
34.14,-118.26,2.5388,2
34.14,-118.25,2.1602,2
34.14,-118.25,2.506,2
34.13,-118.25,2.5417,2
34.13,-118.24,4.0272,2
34.13,-118.25,2.125,2
34.13,-118.25,2.2244,2
34.12,-118.25,2.4856,2
34.22,-118.31,7.1262,0
34.21,-118.33,6.981,0
34.21,-118.34,4.7885,0
34.18,-118.29,3.9041,2
34.19,-118.3,3.5083,2
34.19,-118.3,4.7986,0
34.19,-118.3,4.375,2
34.19,-118.31,3.7015,2
34.19,-118.3,4.9042,0
34.2,-118.31,5.0865,0
34.2,-118.32,6.9909,0
34.2,-118.32,4.9886,0
34.2,-118.32,3.9866,2
34.2,-118.33,3.6071,2
34.2,-118.33,4.3631,2
34.2,-118.34,3.0431,2
34.19,-118.34,2.875,2
34.2,-118.36,2.5267,2
34.2,-118.32,4.375,2
34.19,-118.32,4.1731,2
34.19,-118.32,3.0179,2
34.19,-118.31,3.0625,2
34.19,-118.32,3.3897,2
34.2,-118.33,3.1051,2
34.18,-118.3,3.0973,2
34.17,-118.3,3.0687,2
34.18,-118.3,3.3205,2
34.18,-118.31,3.1587,2
34.19,-118.31,2.0875,2
34.18,-118.32,3.0179,2
34.18,-118.32,3.4,2
34.17,-118.32,3.5875,2
34.17,-118.32,5.1008,0
34.17,-118.33,4.2396,2
34.19,-118.33,3.7344,2
34.18,-118.33,4.6898,2
34.19,-118.33,3.138,2
34.19,-118.34,3.1406,2
34.18,-118.33,3.7411,2
34.18,-118.33,3.8462,2
34.18,-118.33,5.6975,0
34.19,-118.34,2.6827,2
34.19,-118.34,4.1923,2
34.18,-118.34,3.24,2
34.18,-118.34,2.8125,2
34.19,-118.35,4.0313,2
34.19,-118.36,5.1814,0
34.18,-118.35,4.282,2
34.18,-118.35,3.3056,2
34.17,-118.35,3.5583,2
34.17,-118.35,2.0385,2
34.17,-118.35,4.4408,2
34.17,-118.36,4.0742,2
34.18,-118.34,3.875,2
34.18,-118.34,3.8668,2
34.17,-118.34,4.1161,2
34.16,-118.35,3.2015,2
34.16,-118.35,4.2212,2
34.16,-118.35,5.636,0
34.17,-118.33,2.4730000000000003,2
34.16,-118.33,3.7941,2
34.17,-118.34,3.2125,2
34.17,-118.34,4.875,0
34.16,-118.34,3.6111,2
34.16,-118.34,3.692,2
34.16,-118.33,3.4286,2
34.15,-118.33,2.3667,2
34.15,-118.33,4.2679,2
34.15,-118.34,3.5637,2
34.15,-118.34,4.0893,2
34.16,-118.34,3.6486,2
34.17,-118.32,4.0648,2
34.16,-118.31,3.2112,2
34.16,-118.32,6.2547,0
34.17,-118.32,2.9306,2
34.16,-118.33,3.4016,2
34.16,-118.32,4.3173,2
34.17,-118.3,3.1551,2
34.16,-118.31,3.9464,2
34.17,-118.31,3.1823,2
34.17,-118.31,2.4074,2
34.3,-118.43,4.0223,2
34.3,-118.43,3.6023,2
34.29,-118.43,3.1212,2
34.29,-118.42,3.4821,2
34.3,-118.43,1.7062,2
34.29,-118.44,4.6864,2
34.29,-118.43,2.865,2
34.29,-118.43,3.6726,2
34.29,-118.43,3.2095,2
34.28,-118.43,2.3724,2
34.29,-118.44,2.0286,2
34.29,-118.44,3.1588,2
34.29,-118.45,2.3375,2
34.28,-118.44,1.7708,2
34.28,-118.44,2.875,2
34.28,-118.44,1.9688,2
34.28,-118.44,3.3687,2
34.28,-118.44,2.5147,2
34.28,-118.45,2.7155,2
34.15,-117.71,7.9068,0
34.12,-117.73,6.1731,0
34.13,-117.78,5.8819,0
34.13,-117.76,7.4837,0
34.15,-117.8,5.5423,0
34.11,-117.8,4.7969,2
34.1,-117.8,3.5603,2
34.1,-117.8,6.2456,0
34.12,-117.79,4.8125,0
34.11,-117.79,4.4722,2
34.14,-117.83,6.5253,0
34.15,-117.83,8.0683,0
34.13,-117.82,6.1321,0
34.13,-117.84,4.6937,2
34.15,-117.87,8.2827,0
34.15,-117.93,4.0393,2
34.15,-117.9,3.3942,2
34.14,-117.9,3.8365,2
34.14,-117.9,3.3043,2
34.14,-117.91,2.2442,2
34.14,-117.89,3.3654,2
34.14,-117.88,7.5112,0
34.14,-117.88,3.875,2
34.13,-117.88,4.0023,2
34.14,-117.85,6.1049,0
34.14,-117.85,4.9091,0
34.14,-117.86,6.2089,0
34.15,-117.87,5.4224,0
34.14,-117.86,3.1905,2
34.14,-117.87,2.9375,2
34.13,-117.85,4.3145,2
34.12,-117.85,3.0448,2
34.13,-117.86,4.636,2
34.13,-117.86,2.588,2
34.13,-117.86,3.4107,2
34.13,-117.87,3.4219,2
34.13,-117.87,3.12,2
34.12,-117.82,5.27,0
34.12,-117.84,4.8304,0
34.11,-117.83,4.9844,0
34.11,-117.84,4.8894,0
34.12,-117.84,4.392,2
34.11,-117.85,4.5708,2
34.08,-117.81,7.7876,0
34.12,-117.81,4.8229,0
34.11,-117.81,3.6201,2
34.1,-117.81,3.8929,2
34.1,-117.83,4.075,2
34.1,-117.76,2.6210000000000004,2
34.09,-117.78,3.7177,2
34.1,-117.79,3.5192,2
34.12,-117.76,4.2415,2
34.12,-117.77,4.4609,2
34.11,-117.76,3.9825,2
34.1,-117.77,2.8818,2
34.11,-117.77,3.75,2
34.11,-117.78,3.0735,2
34.11,-117.74,5.3637,0
34.12,-117.75,4.3148,2
34.1,-117.74,2.6779,2
34.1,-117.74,3.5072,2
34.1,-117.75,3.2756,2
34.12,-117.71,5.6785,0
34.12,-117.73,6.2089,0
34.1,-117.71,2.2813,2
34.1,-117.71,1.875,2
34.1,-117.72,3.1477,2
34.1,-117.72,2.4952,2
34.1,-117.72,5.5,0
34.1,-117.73,5.8891,0
34.09,-117.71,4.1739,2
34.08,-117.71,4.2639,2
34.09,-117.72,3.2566,2
34.09,-117.72,3.7958,2
34.09,-117.73,2.4375,2
34.09,-117.73,3.5313,2
34.08,-117.73,2.9063,2
34.09,-117.74,3.4871,2
34.08,-117.75,3.6359,2
34.08,-117.75,4.0368,2
34.09,-117.75,4.2143,2
34.08,-117.76,2.9388,2
34.08,-117.77,6.0434,0
34.07,-117.77,2.8661,2
34.07,-117.77,3.0638,2
34.07,-117.75,2.63,2
34.07,-117.76,2.3156,2
34.07,-117.76,2.8594,2
34.06,-117.76,1.9937,2
34.06,-117.76,1.9583,2
34.06,-117.77,1.9766,2
34.07,-117.78,3.9784,2
34.06,-117.78,2.2258,2
34.07,-117.79,3.7583,2
34.07,-117.79,3.7933,2
34.06,-117.78,2.4464,2
34.05,-117.78,3.9224,2
34.05,-117.8,4.1118,2
34.06,-117.8,3.6298,2
34.05,-117.82,3.1641,2
34.06,-117.76,2.227,2
34.05,-117.76,1.9029,2
34.05,-117.75,1.6645,2
34.05,-117.76,2.3859,2
34.08,-117.74,3.4398,2
34.07,-117.74,3.0294,2
34.06,-117.74,2.8983,2
34.07,-117.74,4.2415,2
34.07,-117.75,5.2269,0
34.07,-117.75,1.6006,2
34.08,-117.72,3.2481,2
34.07,-117.72,3.7321,2
34.08,-117.73,3.8438,2
34.07,-117.73,4.1339,2
34.06,-117.72,1.9643,2
34.06,-117.73,3.1786,2
34.06,-117.73,1.4063,2
34.07,-117.73,2.3406,2
34.07,-117.73,2.2596,2
34.05,-117.73,2.8929,2
34.05,-117.73,2.0734,2
34.05,-117.74,2.625,2
34.05,-117.74,2.1354,2
34.05,-117.74,2.1141,2
34.05,-117.75,1.9718,2
34.04,-117.73,3.15,2
34.03,-117.73,3.0375,2
34.02,-117.74,3.7454,2
34.04,-117.74,3.0429,2
34.03,-117.74,3.4609,2
34.04,-117.75,3.125,2
34.04,-117.76,2.8347,2
34.04,-117.76,3.4464,2
34.0,-117.85,5.6513,0
33.99,-117.86,6.3875,0
34.03,-117.8,6.2384,0
34.03,-117.78,6.0191,0
34.01,-117.83,5.0111,0
34.02,-117.8,5.0869,0
34.01,-117.81,4.9589,0
34.02,-117.79,6.4266,0
34.0,-117.84,6.8758,0
33.99,-117.83,6.2734,0
33.98,-117.84,6.1076,0
33.97,-117.83,7.0329,0
34.04,-117.87,6.6288,0
34.02,-117.86,5.9716,0
34.01,-117.86,5.1762,0
34.02,-117.87,6.4333,0
34.04,-117.84,6.9754,0
34.06,-117.85,7.5286,0
34.08,-117.85,8.105,0
34.07,-117.85,11.1077,0
34.08,-117.86,7.5196,0
34.08,-117.87,5.6015,0
34.07,-117.87,3.8167,2
34.1,-117.85,4.51,2
34.09,-117.86,5.5496,0
34.09,-117.85,6.4667,0
34.09,-117.86,6.1498,0
34.1,-117.87,3.775,2
34.09,-117.87,3.6484,2
34.1,-117.88,4.2685,2
34.09,-117.89,5.5629,0
34.09,-117.87,5.2405,0
34.08,-117.87,3.2469,2
34.09,-117.88,3.5109,2
34.1,-117.86,3.5977,2
34.1,-117.86,5.0832,0
34.1,-117.87,3.875,2
34.1,-117.84,3.8465,2
34.11,-117.85,3.1133,2
34.12,-117.87,4.2454,2
34.12,-117.88,5.1708,0
34.12,-117.88,4.0417,2
34.12,-117.87,3.8571,2
34.11,-117.87,4.6556,2
34.11,-117.87,4.5234,2
34.11,-117.88,4.1411,2
34.12,-117.89,4.9239,0
34.12,-117.88,4.0938,2
34.11,-117.89,4.5221,2
34.11,-117.88,3.2383,2
34.12,-117.89,3.9934,2
34.12,-117.89,4.05,2
34.11,-117.89,3.6875,2
34.11,-117.9,4.2019,2
34.13,-117.88,2.8547,2
34.12,-117.88,4.1836,2
34.13,-117.89,4.1995,2
34.13,-117.9,2.6619,2
34.13,-117.9,2.6292,2
34.13,-117.9,1.5,2
34.13,-117.9,3.1597,2
34.12,-117.9,2.6629,2
34.12,-117.9,4.0529,2
34.12,-117.9,3.3322,2
34.13,-117.91,2.2132,2
34.13,-117.92,2.8643,2
34.12,-117.91,3.7846,2
34.12,-117.91,4.1944,2
34.12,-117.92,2.9459,2
34.12,-117.93,3.5385,2
34.11,-117.9,2.1667,2
34.11,-117.91,3.525,2
34.11,-117.92,3.2202,2
34.1,-117.94,3.3625,2
34.11,-117.97,3.0417,2
34.08,-117.99,3.5625,2
34.07,-117.99,3.4327,2
34.07,-117.98,3.0184,2
34.07,-117.98,2.9107,2
34.06,-117.99,2.564,2
34.07,-118.0,2.25,2
34.07,-117.99,2.4911,2
34.08,-117.99,2.8906,2
34.08,-117.97,3.0806,2
34.08,-117.97,3.3261,2
34.07,-117.96,3.7736,2
34.07,-117.97,3.2,2
34.07,-117.97,2.7802,2
34.08,-117.98,3.4784,2
34.1,-117.98,3.7727,2
34.09,-117.98,3.5,2
34.09,-117.97,4.1304,2
34.11,-117.95,3.1034,2
34.1,-117.96,3.2957,2
34.1,-117.97,2.9712,2
34.1,-117.97,4.0,2
34.09,-117.96,3.4427,2
34.09,-117.96,3.1621,2
34.1,-117.96,3.2266,2
34.09,-117.97,3.4032,2
34.09,-117.95,2.8375,2
34.08,-117.95,3.125,2
34.09,-117.95,2.8510000000000004,2
34.08,-117.96,2.2679,2
34.08,-117.96,3.1912,2
34.08,-117.96,3.9741,2
34.09,-117.94,2.1062,2
34.08,-117.94,4.4653,2
34.08,-117.94,4.064,2
34.08,-117.94,4.87,0
34.08,-117.95,3.2969,2
34.07,-117.95,4.1172,2
34.09,-117.93,3.9861,2
34.09,-117.93,4.2062,2
34.09,-117.93,4.0167,2
34.09,-117.93,4.4625,2
34.08,-117.92,3.8705,2
34.08,-117.92,4.1312,2
34.07,-117.93,3.3977,2
34.08,-117.93,4.5078,2
34.08,-117.93,3.9583,2
34.08,-117.93,4.3947,2
34.08,-117.93,4.125,2
34.08,-117.91,3.6625,2
34.08,-117.91,3.5795,2
34.08,-117.92,4.2986,2
34.08,-117.92,3.5536,2
34.08,-117.92,5.7039,0
34.1,-117.91,3.2813,2
34.09,-117.91,3.0441,2
34.09,-117.92,5.0123,0
34.1,-117.92,4.375,2
34.1,-117.9,3.7083,2
34.1,-117.91,4.25,2
34.1,-117.92,4.0052,2
34.1,-117.89,2.9437,2
34.1,-117.89,3.8304,2
34.1,-117.89,3.125,2
34.1,-117.9,4.5655,2
34.09,-117.9,4.125,2
34.08,-117.9,5.212000000000001,0
34.09,-117.89,2.4167,2
34.09,-117.89,2.3971,2
34.09,-117.89,3.4453,2
34.09,-117.9,4.3409,2
34.08,-117.88,2.7763,2
34.08,-117.89,3.5,2
34.08,-117.89,3.1949,2
34.07,-117.89,3.8837,2
34.08,-117.9,3.2943,2
34.06,-117.87,10.1248,0
34.06,-117.88,5.9254,0
34.06,-117.9,7.5,0
34.06,-117.9,5.4469,0
34.06,-117.9,5.6406,0
34.07,-117.89,3.9808,2
34.07,-117.9,3.055,2
34.07,-117.89,4.5179,2
34.06,-117.9,5.3664,0
34.07,-117.9,5.8519,0
34.07,-117.91,5.0897,0
34.07,-117.91,4.5594,2
34.06,-117.92,3.5547,2
34.07,-117.92,4.7708,2
34.07,-117.92,3.2122,2
34.06,-117.91,5.112,0
34.05,-117.91,5.0758,0
34.06,-117.92,5.184,0
34.06,-117.93,5.4635,0
34.06,-117.93,3.9375,2
34.05,-117.93,4.1731,2
34.05,-117.93,4.2926,2
34.07,-117.92,9.7066,0
34.06,-117.93,3.4596,2
34.05,-117.95,5.8722,0
34.06,-117.94,4.0333,2
34.06,-117.94,3.6648,2
34.07,-117.93,5.3559,0
34.07,-117.94,3.3523,2
34.07,-117.95,3.2083,2
34.06,-117.95,4.6312,2
34.07,-117.96,4.6118,2
34.06,-117.96,4.4102,2
34.06,-117.96,2.067,2
34.05,-117.97,3.6563,2
34.06,-117.97,4.0469,2
34.06,-117.98,4.5417,2
34.06,-117.97,3.2413,2
34.06,-117.98,4.0274,2
34.05,-117.98,3.7454,2
34.05,-117.99,3.7917,2
34.05,-117.97,2.8438,2
34.05,-117.97,3.1667,2
34.05,-117.97,3.5179,2
34.05,-117.97,2.8333,2
34.05,-117.98,4.1429,2
34.04,-117.98,3.4722,2
34.04,-117.97,4.119,2
34.04,-117.97,2.5192,2
34.03,-117.96,3.4115,2
34.03,-117.96,3.9803,2
34.03,-117.95,3.7578,2
34.03,-117.95,2.7361,2
34.05,-117.96,4.6364,2
34.05,-117.96,3.0904,2
34.05,-117.95,4.375,2
34.04,-117.95,4.7679,2
34.04,-117.96,3.1591,2
34.04,-117.96,4.7955,0
34.04,-117.96,4.025,2
34.05,-117.96,3.7258,2
34.05,-117.94,3.7708,2
34.04,-117.94,3.5592,2
34.04,-117.94,3.8409,2
34.05,-117.94,3.3409,2
34.05,-117.95,3.494,2
34.04,-117.94,3.8864,2
34.04,-117.95,2.274,2
34.03,-117.94,3.83,2
34.03,-117.94,4.0521,2
34.03,-117.95,3.3389,2
34.01,-117.93,2.1863,2
34.01,-117.93,4.2266,2
34.02,-117.94,3.871,2
34.02,-117.95,3.875,2
34.02,-117.95,4.2578,2
34.03,-117.92,4.1118,2
34.03,-117.92,3.975,2
34.03,-117.92,3.9219,2
34.03,-117.93,3.8581,2
34.03,-117.93,4.7917,0
34.04,-117.93,4.9342,0
34.04,-117.93,4.8854,0
34.04,-117.9,4.5554,2
34.05,-117.9,7.6286,0
34.04,-117.91,4.6324,2
34.05,-117.92,4.6587,2
34.01,-117.88,4.7589,2
34.0,-117.88,3.6308,2
34.01,-117.89,3.6275,2
34.01,-117.9,3.7917,2
34.01,-117.9,3.9702,2
34.02,-117.91,3.2799,2
34.02,-117.9,5.0704,0
34.02,-117.91,3.8201,2
34.01,-117.92,3.375,2
34.04,-117.98,3.75,2
34.02,-117.96,2.375,2
34.03,-117.98,2.625,2
33.99,-117.9,3.443,2
34.0,-117.92,3.8125,2
34.0,-117.88,3.9375,2
33.99,-117.89,4.0324,2
33.99,-117.87,4.9271,0
34.05,-118.01,3.8125,2
34.04,-117.99,3.185,2
34.04,-118.02,5.065,0
34.03,-118.0,5.257000000000001,0
34.02,-117.98,3.1979,2
34.02,-117.98,4.4653,2
34.01,-117.98,5.7057,0
34.0,-117.99,6.6988,0
34.02,-118.02,5.2405,0
34.01,-117.97,3.7459,2
34.01,-117.97,3.7083,2
34.0,-117.97,3.8319,2
33.99,-117.97,4.7332,2
34.0,-117.98,6.019,0
33.99,-117.98,7.0778,0
33.98,-117.98,6.2217,0
33.98,-117.99,6.9695,0
34.0,-117.95,4.1328,2
34.0,-117.96,4.4038,2
34.0,-117.96,4.5163,2
33.98,-117.92,6.1552,0
33.98,-117.95,5.6716,0
33.99,-117.94,4.9932,0
33.99,-117.95,5.0142,0
33.99,-117.95,6.7978,0
33.99,-117.95,6.8492,0
33.99,-117.96,5.2852,0
33.99,-117.96,6.2517,0
33.99,-117.97,5.7268,0
33.98,-117.96,5.7407,0
33.96,-117.88,5.5469,0
33.98,-117.89,2.5125,2
33.98,-117.9,3.253,2
33.97,-117.9,5.4155,0
34.06,-117.75,1.9762,2
34.06,-117.75,0.4999,2
34.06,-117.74,1.4722,2
34.05,-117.75,1.7206,2
34.05,-117.75,2.1908,2
34.06,-117.75,2.0156,2
34.06,-117.75,1.625,2
34.15,-117.94,4.4821,2
34.16,-117.95,6.2654,0
34.14,-117.94,5.4110000000000005,0
34.14,-117.95,4.5594,2
34.14,-117.95,3.0380000000000003,2
34.14,-117.96,2.5275,2
34.14,-117.96,3.766,2
34.14,-117.96,3.9464,2
34.14,-117.97,2.6014,2
34.14,-117.97,3.1094,2
34.13,-117.97,3.4375,2
34.14,-117.98,3.0417,2
34.13,-117.97,3.4777,2
34.13,-117.98,4.0083,2
34.13,-117.98,3.6806,2
34.15,-117.97,6.4576,0
34.17,-117.97,4.9968,0
34.16,-118.0,6.101,0
34.16,-118.01,5.532,0
34.18,-117.99,6.5254,0
34.16,-117.99,4.2407,2
34.16,-118.0,4.8059,0
34.15,-118.0,4.275,2
34.15,-118.01,3.9125,2
34.15,-118.02,3.875,2
34.17,-118.02,9.4667,0
34.16,-118.03,6.6888,0
34.15,-118.03,4.1797,2
34.15,-118.02,3.6,2
34.17,-118.06,7.2419,0
34.17,-118.05,5.0482,0
34.17,-118.04,4.0385,2
34.18,-118.04,5.2865,0
34.16,-118.04,5.9582,0
34.16,-118.05,4.5625,2
34.16,-118.05,3.5694,2
34.16,-118.06,3.6705,2
34.16,-118.06,4.8214,0
34.16,-118.07,4.125,2
34.16,-118.03,7.1615,0
34.16,-118.03,9.8098,0
34.15,-118.05,8.2004,0
34.15,-118.06,15.0001,0
34.14,-118.05,8.9728,0
34.13,-118.06,3.6341,2
34.14,-118.06,7.0315,0
34.14,-118.06,8.4889,0
34.14,-118.03,4.7308,2
34.13,-118.04,4.645,2
34.15,-118.04,3.3621,2
34.13,-118.04,15.0001,0
34.13,-118.05,3.735,2
34.13,-118.06,3.292,2
34.14,-118.02,2.6316,2
34.13,-118.02,3.9464,2
34.14,-118.03,3.0727,2
34.13,-118.01,4.7159,2
34.13,-118.02,5.2329,0
